timestamp,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,raw_action_7,raw_action_8,raw_action_9,raw_action_10,raw_action_11
0.0,1.3769859,0.05536962,0.32425466,-0.52283645,1.9231607,0.29709432,-0.105839774,-1.4511557,-0.15222667,0.4594166,0.18399887,2.9585059
0.02,5.5111666,-0.40157074,-1.7968512,-1.2610865,2.4300609,1.7762802,0.04903786,-3.0857215,0.68047607,0.18445532,0.39823192,4.81415
0.04,8.490802,-0.6632916,-3.016219,-2.4880033,3.3273013,3.4755256,-0.20768319,-4.451557,1.0994186,0.6643703,0.16158809,7.093492
0.06,11.315228,-0.6920881,-4.2348356,-3.4486406,3.9670434,4.8374577,-0.5584736,-5.80221,1.4733303,1.0088023,0.056061674,9.033522
0.08,14.255429,-0.74881387,-5.6694846,-4.655027,5.020552,6.3958387,-0.914831,-6.976865,2.1228223,1.4500067,-0.4348206,11.438992
0.1,16.033772,-1.2631111,-6.2345395,-5.5819497,7.107442,7.9218864,-0.9610667,-7.9555626,2.998007,1.503248,-1.3424437,14.656
0.12000000000000001,17.1737,-0.266541,-8.17576,-7.4710555,5.6896005,9.4766245,-1.6060904,-7.1941338,2.8272974,2.609891,-2.2710488,13.601972
0.14,12.614932,0.81614196,-7.626961,-8.205264,3.8138013,9.288304,-2.2287493,-3.409747,2.1956785,3.5380795,-3.6524658,10.176562
0.16,8.334244,0.8728671,-5.027379,-6.7566776,4.6911573,6.9736366,-1.4543791,-2.2488809,1.7439572,3.0488517,-3.0345228,9.056002
0.18,9.724336,0.103088975,-3.7545567,-5.1604223,6.7229733,5.615073,-0.79733956,-4.8380594,1.725466,2.1377661,-1.5229508,11.54003
0.19999999999999998,15.742789,-1.6975756,-4.1709886,-4.9360046,9.003725,6.1189556,-0.34773478,-9.500168,1.7757118,1.7166209,-0.12913536,15.901371
0.21999999999999997,8.439984,0.5713076,-2.1368122,-3.7999382,-1.8827783,5.588232,-5.335118,-6.7888336,-2.3529532,3.0374854,-0.1803029,3.7035236
0.23999999999999996,-1.3536216,1.4403211,-0.30483562,-2.3909194,-4.5330753,2.497072,-5.0030837,0.36197194,-3.44734,2.1081607,-1.571314,-3.101449
0.25999999999999995,-0.89674944,1.5526628,1.790711,-0.49360004,-5.1283956,4.87325,-2.2260005,-2.3770504,-2.2666373,-2.0531654,-0.6590498,-7.1820188
0.27999999999999997,0.19368237,1.2671946,-0.43855378,-0.17719947,-3.8478768,0.3030834,-1.8835758,0.9337652,-0.29086378,-1.8401341,-3.6772494,-2.4492717
0.3,0.7492411,1.6065874,2.0557988,-1.2615776,-7.5348573,4.0455875,-3.712424,-1.3470905,-3.2745843,-2.4459608,-3.5131125,-7.1279516
0.32,1.6435243,0.6675633,1.7893705,-2.3297234,-5.835819,3.257846,-4.202537,-2.4139316,-3.5713227,-1.2344941,-3.6312807,-4.017373
0.34,0.108235076,-0.15165205,-0.098098315,-0.47891185,-0.62988347,-0.09892096,-0.61833036,0.22455277,-0.37765142,-0.18782392,-1.0258335,-0.23905236
0.36000000000000004,2.409574,0.87183034,2.4743385,-2.7344499,-5.576156,4.561186,-4.914138,-4.552842,-4.5048847,-0.75431895,-1.9615653,-4.3833246
0.38000000000000006,2.067236,0.63851297,2.4485235,-0.3922534,5.7424755,-0.39514932,-1.0705127,-4.9294915,-0.7945113,1.1238152,0.9428998,8.098486
0.4000000000000001,2.639993,-1.2521393,2.2055016,-3.559443,-2.9179275,3.298406,-5.57868,-4.52875,-5.0165334,1.7193006,-2.0567856,-0.020803658
0.4200000000000001,4.8771935,-0.40891284,-0.60747206,-1.2853134,3.8329418,1.2115941,-0.20006506,-3.8666914,0.22619726,0.6209333,0.45605043,6.1097364
0.4400000000000001,4.3586054,-5.053706,4.165563,-3.8920646,-1.1066273,5.178268,-5.826976,-7.0426583,-6.7066703,2.2277308,-2.3540497,2.4945145
0.46000000000000013,3.3024178,0.52265364,-0.3093627,-1.3488199,3.67118,1.2094108,0.03336911,-3.3881276,-0.031106891,0.77492356,-0.007848617,5.6144977
0.48000000000000015,2.8665533,-3.0081918,2.6620219,-3.0802195,-1.3905774,3.7012918,-4.5815744,-4.7345877,-4.971584,1.7266546,-1.8797734,1.1885033
0.5000000000000001,-2.405787,2.0514467,0.6658925,-0.17442392,1.8315362,0.49142742,-0.575475,-0.92743516,-0.29332379,1.5799787,0.06268065,2.6340706
0.5200000000000001,-0.36879143,2.9804251,1.0578542,-0.055342473,-6.776984,4.1657286,-3.0522711,-2.6954904,-1.8985962,-3.0716965,-1.6533846,-8.452803
0.5400000000000001,-1.9041013,0.45344537,0.06843621,-0.28009903,-0.118898675,0.9689254,-0.4855941,1.8959827,0.9343499,0.791438,-0.38786578,-0.85725325
0.5600000000000002,-1.9156582,0.9438129,0.37966713,0.5644215,-2.7318869,2.3797042,-0.4604766,-0.25197986,-0.108386084,-0.829232,0.0035304762,-3.8836355
0.5800000000000002,1.523667,0.028431717,1.4850581,-0.20879635,3.5175872,-0.44951326,-0.7126386,-2.6573002,-0.45846635,0.81199104,0.64488924,4.875158
0.6000000000000002,1.777356,0.5080105,-1.7756248,-1.3254406,-0.12692167,1.4041971,-0.4506068,0.14733991,0.3499569,0.7270349,-0.71963114,1.0206683
0.6200000000000002,-0.02443039,0.52365774,-0.8245963,-1.0516772,-0.16350947,0.81406146,-0.47813013,0.9431832,0.06503523,0.70252824,-0.6199267,0.041751742
0.6400000000000002,-0.12966602,0.26251805,-0.36068538,-0.43688944,0.13026719,0.44538414,-0.23513444,0.6675526,0.32911155,0.21667331,-0.44373056,-0.037858754
0.6600000000000003,-0.17070943,0.45558572,0.10941658,-0.040156566,0.5977315,-0.14478879,0.06445893,-0.32573527,-0.097601466,0.16615899,0.04687276,0.74767226
0.6800000000000003,0.2831637,0.40133289,0.037739083,-0.13441737,0.7210182,-0.0019240971,0.096179724,-0.57676566,-0.1277911,0.12167429,0.05671825,1.0183747
0.7000000000000003,1.4049879,0.17670876,-0.73669887,-0.5631704,0.52462393,0.37554833,0.06014163,-0.44154015,0.26781198,0.09585611,-0.14665163,1.0561186
0.7200000000000003,1.8990698,0.21171431,-1.0655364,-0.9412648,0.68122894,0.89970475,-0.03459543,-0.45103398,0.37468883,0.22920413,-0.3693106,1.5503938
0.7400000000000003,2.0220451,0.3972622,-1.4049991,-1.2370781,0.43894416,1.2011803,-0.26957178,-0.21675575,0.40978134,0.37413093,-0.538155,1.4249315
0.7600000000000003,-0.64836615,0.5375978,-0.7902125,-0.868403,-0.69193935,0.84908,-0.8130563,1.1291945,-0.25328946,1.0085864,-0.35840994,-0.52523905
0.7800000000000004,0.007974897,-2.0547993,0.4925272,0.31939662,0.73181015,-0.91505617,-0.97566915,0.75763345,0.26765773,-0.94597954,-3.103331,1.6865332
0.8000000000000004,-1.9683665,0.6733141,-0.37702012,1.232472,-0.17297898,-0.20773816,0.14514206,0.12844715,-0.4654328,0.64572513,0.3346374,1.3267541
0.8200000000000004,-2.451057,1.382472,0.13653496,2.375177,0.6308682,-0.42770708,0.3181406,-1.6253994,-0.49159276,0.5244582,1.0738791,3.0336576
