timestamp,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64
0.0,0.07221646,-0.017779738,-19.65271,-0.04694614,0.04235208,-0.04306124,0.012568928,-0.028278403,0.03821532,0.0,0.0,0.0,0.0,-0.006637237,0.99058175,-1.8044986,0.007874837,1.0003933,-1.7904087,0.0025569692,1.0013644,-1.8094428,0.0031747557,0.99260676,-1.8051443,0.016490644,-0.057126597,-0.0046204585,0.034977674,-0.060218446,-0.012805906,-0.034981526,-0.043259814,-0.0738123,0.038482822,0.01663383,0.050168443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33413762,0.4966229,0.49762487,-0.14149813,0.15305968,0.42728198,0.28485024,0.47332323,0.14913264,0.21074378,-0.30709413,0.39924595,-0.006750256,0.136247,0.107955776,-0.30500904
0.02,-2.0473392,-0.23689897,-16.180956,0.15361258,-0.15860026,-0.15034918,-0.017691929,0.006590058,0.0017147983,0.0,0.0,0.0,0.0,0.072191626,-0.008430136,0.025813041,-0.005168271,0.0879359,-0.0033530875,0.009221525,-0.06900912,0.007882606,0.019296227,-0.027489228,0.25614423,0.3441003,0.030808125,0.110756285,-0.16181608,0.506423,0.014341629,0.047375,-0.35757804,0.0055768,0.11113535,0.00029939733,0.9266685,1.3769859,0.05536962,0.32425466,-0.52283645,1.9231607,0.29709432,-0.105839774,-1.4511557,-0.15222667,0.4594166,0.18399887,2.9585059,0.21174733,0.04329379,-0.1489073,0.44428867,-0.3065395,-0.25652674,0.33785266,-0.0070802206,0.20170721,0.28088218,-0.41096348,0.4054931,0.39895767,-0.441641,-0.49548534,0.1384285
0.04,0.32026547,0.93796384,-21.867035,0.0036063872,-0.33385262,-0.15239841,0.020826735,-0.060331948,-0.013248328,0.0,0.0,0.0,0.0,0.20795277,-0.011984989,-0.13307117,-0.10363629,0.28894097,0.15877002,0.035899505,-0.31731695,0.0623742,0.06004821,0.02225994,0.5905218,0.4849765,0.002432614,-0.5433238,-0.39266655,0.5916908,0.4029089,-0.008896109,-0.74285465,0.13117743,0.088954285,0.25195533,0.7340137,5.5111666,-0.40157074,-1.7968512,-1.2610865,2.4300609,1.7762802,0.04903786,-3.0857215,0.68047607,0.18445532,0.39823192,4.81415,-0.3293115,-0.22228353,-0.38813683,0.42654034,0.44671467,0.4386001,-0.3878523,-0.22507843,-0.406655,0.20698589,-0.38920245,0.11523179,-0.1660375,-0.37462705,0.3418829,-0.051571704
0.06,-0.29575545,1.2220248,-25.893097,-0.12963985,-0.44037348,-0.09917698,0.032483764,-0.11206938,0.030283969,0.0,0.0,0.0,0.0,0.35794947,-0.035279855,-0.40503287,-0.31719804,0.52103204,0.4138093,0.012848204,-0.65370697,0.13514039,0.09428475,0.06336375,0.7933221,0.3161914,-0.07066646,-0.74944943,-0.51680464,0.64891636,0.63172513,-0.06734776,-0.8179198,0.10083369,0.22725146,0.063950196,0.2970178,8.490802,-0.6632916,-3.016219,-2.4880033,3.3273013,3.4755256,-0.20768319,-4.451557,1.0994186,0.6643703,0.16158809,7.093492,-0.27642745,-0.19798625,-0.36497805,-0.020722551,-0.4329052,-0.119117536,-0.14926635,-0.10027085,0.3650148,0.10610613,-0.45642194,0.46014208,-0.16512884,-0.17885312,-0.28873417,0.4257049
0.08,-5.6746883,-3.6335719,-36.58978,-0.29569376,-0.4379103,0.010355041,0.032903403,-0.12105301,0.023658399,0.0,0.0,0.0,0.0,0.47718722,-0.069154814,-0.7031073,-0.46332774,0.787173,0.674856,-0.05250232,-1.0047163,0.22412206,0.1715317,0.04557678,0.88904727,0.21594588,0.15103792,-1.3256063,-0.28315377,0.4797673,0.50976205,-0.15830073,-0.7950417,0.23543166,0.18707642,-0.10361493,0.16156322,11.315228,-0.6920881,-4.2348356,-3.4486406,3.9670434,4.8374577,-0.5584736,-5.80221,1.4733303,1.0088023,0.056061674,9.033522,-0.49812123,-0.36721078,-0.0719368,-0.036793746,0.080568664,-0.25775847,-0.17530522,0.30077612,-0.17210776,-0.20549613,-0.46357393,0.26263407,0.30828136,0.0008143575,0.045716487,-0.017547136
0.1,-18.392874,-24.810339,-65.550644,-0.60687834,-0.21398464,-0.016195025,0.027426112,-0.17058209,-0.041603964,0.0,0.0,0.0,0.0,0.52165496,-0.11202122,-0.9231794,-0.51098067,0.9941072,0.8182596,-0.14725213,-1.3311678,0.32469356,0.22966038,0.014913365,0.9385928,-0.08682761,0.81804943,-2.6965127,0.0638831,0.46028477,0.29126316,-0.029149905,-0.693699,0.28064522,0.435389,-0.19825347,0.09789324,14.255429,-0.74881387,-5.6694846,-4.655027,5.020552,6.3958387,-0.914831,-6.976865,2.1228223,1.4500067,-0.4348206,11.438992,-0.14451146,0.49163064,0.065107375,-0.05201219,0.392594,-0.16523097,-0.04481271,0.42690924,0.43478873,-0.21860667,-0.12228881,0.3806244,0.1272836,0.2732267,-0.07760353,-0.36189073
0.12000000000000001,-26.835129,-8.95113,-60.691,-0.47579923,-0.107508555,0.0002673921,-0.07292349,-0.19516191,-0.021845795,0.0,0.0,0.0,0.0,0.52366275,-0.19700634,-0.95914257,-0.5100228,1.1697255,0.9023985,-0.20850271,-1.5593032,0.49261084,0.315531,-0.115976974,0.96850145,-0.20588197,0.7737537,-2.5114732,0.07469593,0.3385216,0.09786111,-0.108959064,-0.38082138,0.3711534,0.23606123,-0.41268232,-0.01894776,16.033772,-1.2631111,-6.2345395,-5.5819497,7.107442,7.9218864,-0.9610667,-7.9555626,2.998007,1.503248,-1.3424437,14.656,0.37786946,0.14390592,-0.27668417,0.13951507,0.14625661,0.07196794,0.39196405,0.40889958,-0.42056116,0.3331958,0.369753,0.48893902,-0.18341243,-0.38113898,0.042657558,0.24333338
0.14,-30.440268,-3.0461705,-60.562366,-0.21445452,-0.10428726,0.008529621,-0.025647841,-0.15056513,0.0026523767,0.0,0.0,0.0,0.0,0.5093485,-0.2261517,-0.98267376,-0.5024435,1.2541962,0.93928516,-0.27005303,-1.6169418,0.59350204,0.38455155,-0.3011633,0.9758321,-0.31952682,1.067241,-2.8980424,0.0901867,0.08720308,0.046774168,-0.036622785,-0.11305465,0.10831566,0.39469996,-0.50492907,0.005740986,17.1737,-0.266541,-8.17576,-7.4710555,5.6896005,9.4766245,-1.6060904,-7.1941338,2.8272974,2.609891,-2.2710488,13.601972,0.23605807,0.3463879,-0.16224752,-0.08322255,0.233937,-0.039056268,-0.10441457,0.14202194,0.29107055,0.47134987,-0.34866297,-0.16737185,0.08673689,-0.40897423,0.028446728,0.04620825
0.16,-25.209595,-6.355805,-67.407394,-0.054985616,0.11179249,-0.001985697,0.010167245,-0.21785899,-0.031470746,0.0,0.0,0.0,0.0,0.49210224,-0.14471377,-1.186961,-0.48591915,1.192941,0.9756948,-0.40252617,-1.4376323,0.5711269,0.4514203,-0.5463412,0.9751881,-0.25986153,1.4936771,-3.6123111,0.16165468,-0.43334052,0.09715565,-0.24607158,0.97156435,-0.12426666,0.2537599,-0.6357739,-0.01693709,12.614932,0.81614196,-7.626961,-8.205264,3.8138013,9.288304,-2.2287493,-3.409747,2.1956785,3.5380795,-3.6524658,10.176562,0.07618017,0.47054902,0.4166101,0.053402435,0.33394107,-0.33747348,-0.1452512,-0.0756909,-0.33195525,-0.10780109,0.4095542,-0.03157392,-0.17734551,-0.03467718,0.19082586,0.024747109
0.18,-22.47714,-8.185428,-71.941376,-0.10460021,0.43256032,-0.017815106,0.036598515,-0.16546048,-0.016577061,0.0,0.0,0.0,0.0,0.49833605,-0.003440938,-1.3381069,-0.48867634,1.1385919,0.9710081,-0.44039828,-1.0528536,0.5095493,0.5108059,-0.68603474,0.9891573,-0.023525981,1.1362914,-2.117484,0.010670674,-0.026987437,0.06719501,0.24783099,0.8969453,-0.13115008,0.25991052,-0.12157464,-0.13730998,8.334244,0.8728671,-5.027379,-6.7566776,4.6911573,6.9736366,-1.4543791,-2.2488809,1.7439572,3.0488517,-3.0345228,9.056002,-0.021059107,0.11002912,0.43775433,0.2915955,0.3108861,-0.026295522,0.12946162,0.1122535,-0.00587866,-0.3258695,-0.37780508,0.15869871,0.23688076,-0.011177812,-0.08139183,-0.43504933
