timestamp,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11
0.0,-0.0033090096,-0.0017639482,-0.0018783577,0.005241436,0.0036939196,0.0022162765,0.0063848873,7.564336e-05,0.00077320216,0.0042587337,0.0015788628,-0.005051717
0.02,-0.0057217954,-0.0042171604,-0.0006612828,0.0037929344,0.0034713773,0.0030557371,0.007727136,-0.0023651426,0.001527657,0.0042515993,0.00014723768,-0.0057296557
0.04,-0.0054551302,-0.0048328694,-0.00086285756,0.004394619,0.0032071578,0.0035942534,0.007666891,-0.0027344374,0.0018509869,0.0050945417,-0.00041564647,-0.0058054533
0.06,-0.0047245394,-0.0043003275,-0.0014637099,0.0029715777,0.0028461376,0.0027212733,0.008469038,-0.0022486206,0.001088836,0.004898821,0.00011794595,-0.0055992166
0.08,-0.0046104626,-0.0047403392,-0.0014457523,0.003565971,0.002931355,0.0029073292,0.007493117,-0.0018865287,0.00054237386,0.005472809,-0.00014341786,-0.0047845924
0.1,-0.0052656084,-0.004754483,-0.001542984,0.00393068,0.0034865905,0.0021164513,0.008027328,-0.0014725819,0.0010048165,0.00478425,0.00035278348,-0.0055833403
0.12000000000000001,-0.0048826537,-0.0050871465,-0.0009923445,0.0037116786,0.0034354406,0.0024714484,0.007485239,-0.0023473988,0.0014660736,0.004925444,-4.4295215e-05,-0.005862274
0.14,-0.0054628407,-0.0041263946,-0.0013388053,0.0031340946,0.0033794,0.0025001299,0.0072529726,-0.0011548778,0.00036471896,0.0042626085,0.00021504436,-0.0052842777
0.16,-0.0041922913,-0.0040696426,-0.0014291587,0.0028680786,0.0029611764,0.0029144557,0.008060945,-0.0018356461,0.0007903443,0.004364661,0.00031126954,-0.0056920247
0.18,-0.00541293,-0.005026496,-0.0012355137,0.003680092,0.0031195604,0.0027150256,0.0076619163,-0.0014537411,0.001040906,0.004977717,0.00022475375,-0.0052605662
0.19999999999999998,-0.0052170157,-0.004479474,-0.0013587193,0.0038404847,0.0032198336,0.003042486,0.008220511,-0.0022538567,0.0010571599,0.0049733534,0.00012300536,-0.005547289
0.21999999999999997,-0.0053309505,-0.004296625,-0.0010560807,0.003941455,0.0038806284,0.0030318373,0.007255382,-0.0020855356,0.0009582103,0.004733118,0.00043263403,-0.0046603857
0.23999999999999996,0.0039392156,-0.0008037831,0.00028974251,0.003138266,-0.0017747118,0.0012416971,-0.0016239812,0.007091173,-0.0040244274,0.0010611565,0.0011161979,0.0014545253
0.25999999999999995,0.015078634,-0.051694173,-0.033571154,0.04186873,0.009583382,0.0024778252,-0.017873054,0.023380527,-0.047865145,0.033967007,0.012640942,0.0018744543
0.27999999999999997,0.007801911,-0.031499214,-0.02180292,0.026180066,0.0042342767,3.7382357e-05,-0.014313858,0.014213124,-0.03579866,0.020925641,0.0042104213,-0.002092421
0.3,0.0060210344,-0.023049943,-0.018136017,0.01928301,0.0017546709,-0.00015067263,-0.010074103,0.012258641,-0.028685773,0.015320798,0.001965271,-0.0026058378
0.32,0.0046688337,-0.01888292,-0.014550963,0.015940646,0.00035347987,-0.0009578937,-0.007493509,0.010639463,-0.02439513,0.012887124,0.00045993133,-0.0029891087
0.34,0.004242774,-0.012393895,-0.009953368,0.011312539,-0.0015213287,-0.0011740099,-0.0047661765,0.009353752,-0.016396716,0.0077071236,-6.4271735e-05,-0.0024209348
0.36000000000000004,0.0027509213,-0.006033252,-0.0061453674,0.005379683,-0.0024606462,-0.0007832436,-0.0021951415,0.006976363,-0.007818545,0.0025902926,-0.00012452598,-0.0014333858
0.38000000000000006,0.00060649536,-0.0011329848,-0.0014520237,0.0008653355,-0.0014861361,-0.00024475344,-0.0016343223,0.0029695584,-0.001136258,-0.00018541573,0.0005078418,-0.00095173565
0.4000000000000001,0.00039217755,0.00016864049,-0.00038890447,-4.53239e-05,-0.00017109147,0.00056637684,-0.00047579943,0.00089484843,-0.00052249373,-0.00031859463,0.00047374534,-0.00020345702
0.4200000000000001,-0.0003543774,-0.0003524038,8.175254e-05,0.0002787338,0.0001283298,0.00015791912,0.000839825,-0.00091914606,-2.7630202e-05,-4.2587344e-05,-0.00020293861,0.0005010453
0.4400000000000001,-0.0018374105,-0.0009506741,-0.00041959708,0.00010497047,0.0005205701,-5.5463373e-05,0.0024296213,-0.001173423,-0.0004901164,0.0005178265,-0.00084802427,-5.594024e-05
0.46000000000000013,-0.0020798342,-0.0015234051,-0.00048556703,0.0015511314,0.0010077785,0.00087763934,0.0042285677,-0.0016187045,-0.00072968774,0.00085559045,-0.000692168,-0.00074211217
0.48000000000000015,-0.0024578972,-0.0019724974,0.00010973378,0.0019250304,0.001060144,0.0014667823,0.003993866,-0.0012875199,-0.00021814113,0.0016276613,-0.0007510951,-0.00063099596
0.5000000000000001,-0.0026954007,-0.0020777578,-0.00054060156,0.0008472877,0.0005672795,0.0010048271,0.004104183,-0.00072190416,-0.0002496743,0.0018870491,-0.00090246624,-0.0009810023
0.5200000000000001,-0.0020512366,-0.001702273,4.0836167e-05,0.0009553438,0.00055230403,0.00071775407,0.0038989033,-0.0011022189,0.00027073576,0.0011594538,-0.0011610433,-0.0011968013
0.5400000000000001,-0.0027774933,-0.0012699789,-0.00022086012,0.0008895898,0.00064183783,0.00043459504,0.0029828562,-0.0009036071,-0.00053093955,0.0016583838,-0.0010605394,-0.00032551793
0.5600000000000002,-0.0025146466,-0.0012153275,-0.00022655644,0.001382058,0.000931872,0.00076398026,0.0033712203,-0.0017066607,-0.00030105357,0.000677242,-0.00089539733,-7.894903e-05
0.5800000000000002,-0.001976493,-0.0008374627,3.7248712e-05,0.00051071995,0.0005274333,0.0002554539,0.0028528133,-0.0010472311,-0.00038285163,0.0005054402,-0.0005987314,0.00013084407
0.6000000000000002,-0.0020109243,-0.0006847391,-0.00013604987,0.000759085,0.00042692065,-5.1648516e-05,0.002272172,-0.0016814925,-0.0003448641,0.0005366965,-0.00081862387,3.8595404e-05
0.6200000000000002,-0.00076677307,-0.00022108963,0.00022965361,0.00015513464,0.00045588077,-0.00018677165,0.0008584283,-0.0009780655,-8.135794e-05,-0.00011073335,-0.00026277633,0.00026766412
0.6400000000000002,6.817593e-05,-8.5908716e-05,-0.0006749586,-0.00012440351,0.00014781597,0.00015767553,-0.0005129122,-4.3984983e-05,-0.00011361163,7.471051e-05,0.00053184864,-0.00041965922
0.6600000000000003,0.00015379846,-0.00047817052,-0.00038595538,-0.00027614486,-0.000590121,-2.8297509e-05,-0.0011899197,0.0011814681,2.6184185e-05,-0.00033552398,0.00018349779,-0.00047887565
0.6800000000000003,0.0003872703,-0.00035676884,-0.0011784367,-9.214481e-05,-0.0010054186,0.0005395559,-0.0010031698,0.001499336,-1.6162565e-05,-0.00013794517,0.00066702557,-0.00062968495
0.7000000000000003,0.0003931482,-0.00020148957,-0.0011149283,0.00030756276,-0.0007825341,0.00042631826,-0.001083296,0.0011846015,-0.00061404303,-3.133007e-05,0.0010471839,-0.0007916568
0.7200000000000003,0.00065513176,-9.4032264e-05,-0.0008857318,0.00027947186,-0.000593874,0.0005506942,-0.0011299511,0.0010878332,-0.00044360914,-0.000460128,0.00082915917,-0.0004492635
0.7400000000000003,0.00034242994,0.00010812809,-0.00090281415,0.00016547984,-0.00040523612,0.00029641052,-0.0011852642,0.0006948237,-0.00039797465,-0.00021535027,0.0006617167,-0.00045635793
0.7600000000000003,-0.0029875194,-0.0020348285,-0.0021973967,-0.0011782495,0.000106270076,-0.0002799062,0.0006567396,0.00074092136,0.0011718017,-0.0005382016,0.0013629772,-0.0026526859
0.7800000000000004,-0.00092956045,-0.0008716878,-0.00032037208,-0.00038629863,0.00044979795,-0.00075302855,-9.615158e-05,-0.0008244284,0.00040921313,-0.0001600932,0.00083328615,-2.941041e-05
0.8000000000000004,-0.00052626093,-0.00016368565,-0.0002996163,-0.00027573374,0.0007339742,-0.00019456923,-0.000469318,-0.0005984958,0.00018144558,7.148267e-05,0.0003931661,-0.00010766499
0.8200000000000004,-0.0002201829,-2.3793837e-05,0.000431326,-0.00012568262,0.00078275683,-0.00014966069,-0.00018207109,-0.000874632,-0.0003208469,-0.0002188239,5.7146142e-05,0.00023008534
0.8400000000000004,-0.00018085296,-0.0003114094,-0.00025044876,5.797125e-05,-8.750681e-05,-0.00013609524,0.00071942183,-0.0009658404,-0.00013485186,6.9923146e-05,0.00013527396,0.0004226968
0.8600000000000004,-0.0006945025,-0.0002678557,5.6538716e-05,-3.7220016e-06,7.6600794e-05,-0.00036748807,-7.078219e-06,-0.00091701624,0.00013286925,5.961614e-06,-0.00017781428,0.00012332114
0.8800000000000004,-0.00046540605,-0.00013398347,-6.787173e-05,0.0001439115,9.434156e-05,0.00032584614,0.0002327076,-0.0014507729,-0.00024626183,0.00019866037,-0.00016283506,0.00037066574
0.9000000000000005,-0.0010068247,-0.00025144825,-0.00010529601,0.00013300849,-0.00013287422,-4.0587285e-05,0.00025513791,-0.0007385842,0.00022427099,0.00017414633,0.00010004409,0.00032713945
0.9200000000000005,-0.00024764362,4.9969392e-05,-0.00021465677,2.281995e-05,0.00015910013,0.00029257982,0.0002967227,-0.00044670375,-6.393311e-07,0.0001228327,8.8531524e-05,0.00015168381
0.9400000000000005,8.744541e-05,0.00011638679,-0.00023930841,-0.00010107971,-7.721663e-05,0.0003817632,-6.0379687e-05,-0.000484993,6.5543805e-05,9.55742e-05,-4.363816e-05,0.0004350248
0.9600000000000005,-0.00034308404,9.120427e-06,0.00024976357,0.00027247114,0.000110452835,0.0002758185,-9.199935e-06,-0.00015587886,-0.00025733534,6.592307e-05,0.00017956339,0.00023623861
0.9800000000000005,8.658474e-05,7.578888e-05,-4.771664e-06,-0.00013245895,-0.00019060636,0.00012202386,0.00012759592,0.0002175496,-0.00031310113,-9.508076e-05,6.5135304e-05,2.2773835e-05
1.0000000000000004,0.00025652596,-0.00016815687,7.926422e-05,0.00017086531,-0.0003277402,-0.00012299485,-0.00033747833,-0.00012595287,0.00028369646,-6.352199e-05,0.00017223688,1.5999714e-05
1.0200000000000005,0.00035768948,8.934039e-05,-0.00020642222,0.00015730824,-0.00031044116,0.0002960028,-0.0002256708,-0.00031311624,-2.360493e-05,-5.73395e-05,6.342244e-05,2.7316448e-05
1.0400000000000005,0.00027495832,0.00016617395,0.00056181557,-8.123886e-05,0.00017130624,0.00027535867,-0.00021073977,0.00015606859,-0.00017560799,-0.00035072787,7.2605326e-05,0.00029599652
1.0600000000000005,2.5300396e-06,4.2237756e-05,-0.00022468393,-6.1736864e-05,-5.4005446e-05,-2.506089e-05,-3.60568e-05,0.00023258146,9.132447e-05,3.0521885e-05,0.00024622987,-4.759393e-06
1.0800000000000005,0.0002658508,0.00016756779,-0.00023218321,0.0003662536,5.70275e-07,0.00025216292,6.655364e-05,-0.0002629404,-0.00015750642,-0.00015493279,0.00017668171,8.6056345e-05
1.1000000000000005,-6.370862e-05,0.00019245107,8.442227e-05,0.00015907838,0.00015992645,0.00012279721,-3.1315358e-05,0.00013629856,-0.0001196689,-0.00032151458,0.00014724987,0.00010967388
1.1200000000000006,-0.00047476607,-0.00033280527,5.1506147e-05,-0.00010168968,-0.00020375797,-8.115373e-05,-3.8083934e-05,-0.00016979784,0.00019279224,8.332677e-05,0.00034833228,-1.2982811e-05
1.1400000000000006,0.0001223663,9.156942e-05,-0.00015041172,-0.0001941926,-1.4263205e-06,3.9537263e-06,-0.00017852151,-6.890349e-05,-9.7224896e-05,0.00010299884,3.5442194e-05,-7.551642e-05
1.1600000000000006,0.00012186441,-0.00019605446,-0.00016657724,-0.0001240465,3.2287426e-06,-0.00015273519,9.609382e-05,-0.0002266377,0.00015799672,-0.0002099626,0.000102502694,5.041693e-06
1.1800000000000006,0.0003637955,0.0001055515,0.00021732209,9.621444e-05,0.000108418564,5.635218e-05,1.3381079e-05,8.0430735e-05,-0.00027622463,-8.076695e-05,0.00013508715,9.462455e-05
1.2000000000000006,9.577065e-05,4.038113e-06,0.00030222654,0.00020951044,-8.195159e-05,0.000121935234,0.00046393648,-0.00019572613,-0.00014101667,1.9059342e-05,5.1184874e-05,0.00018171681
1.2200000000000006,0.00023440002,-3.6404737e-05,0.00023091724,-3.6988196e-05,-0.00018143276,-1.4822093e-05,0.00017444351,-0.00021652522,-6.388675e-05,-0.00030880206,-0.00014358667,0.00011669818
1.2400000000000007,0.00012818493,8.91145e-05,-7.396679e-05,3.224193e-05,0.00019730549,0.00015656369,0.00020058083,-0.00018862393,-0.0001405505,0.00018698102,0.00021096428,-0.00011240186
1.2600000000000007,0.00015217398,-9.177301e-05,0.00027906056,-0.00016300124,0.0004356231,5.494676e-05,0.0002547571,-3.8961072e-05,-4.8534937e-05,-0.00024320933,0.00016907057,5.8628553e-05
1.2800000000000007,-7.673854e-05,-0.00049434055,0.00030310397,-0.00014896215,-0.00037644684,-0.00027681325,0.0005912959,-9.3434195e-05,-7.170649e-05,-0.00032648793,-1.0255651e-05,0.00018014145
1.3000000000000007,0.00032989008,0.00021186695,0.00015005536,-0.00034644667,0.00014934054,0.00013832691,-0.000113839706,0.00017532342,-0.0002970399,5.077046e-05,1.7641563e-05,-6.9998045e-05
1.3200000000000007,0.00018459416,-0.00020130379,-0.0003095708,-0.0003617407,-0.00025093404,0.00016021618,0.00030841347,-3.8761675e-05,-0.00012330413,-9.6879856e-05,-9.478672e-05,9.082323e-05
1.3400000000000007,-0.00019209842,5.6473255e-05,0.00031028432,-0.00030407665,0.00029777345,0.00014360115,7.0173555e-05,2.6861875e-05,-0.00021924611,-0.00022030057,0.00026823764,0.0002284525
