timestamp,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64
0.0,-0.014823758,-0.14051618,-19.426138,0.019600354,-0.030698873,0.037248686,0.037279814,0.022581587,0.0463283,0.0,0.0,0.0,0.0,-0.002151138,0.99718237,-1.7901158,-0.0059808246,1.0014158,-1.7961638,0.005675388,1.005432,-1.794949,0.0015122271,1.0036045,-1.8054729,-0.041417442,-0.061563473,-0.03431855,-0.0115265325,-0.067525946,0.022896525,0.05070013,0.054039467,0.069958456,-0.021807581,-0.043863226,0.049402807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052655347,0.105520435,-0.23608431,-0.23180552,-0.012601172,-0.16866338,-0.26225793,-0.48080435,-0.13017152,0.44595513,0.24984135,0.23943892,0.44444767,0.31073666,0.3690292,-0.31857198
0.02,1.0504082,-0.67612004,-20.554419,0.1319844,0.13400535,-0.05704543,0.04104017,0.035732217,-0.039767146,0.0,0.0,0.0,0.0,0.005860784,-0.009895515,0.1523665,0.05756922,0.019369358,0.19095258,-0.007298793,0.020986855,-0.0426986,0.029888984,-0.010430958,0.16301444,-0.0716709,0.0017279038,0.57222474,0.24917418,0.21475445,0.7296538,-0.12465874,0.014304958,-0.041725922,0.10654282,0.0025050626,0.50842714,-0.38804483,0.004103847,1.8054198,1.1514444,0.6312271,2.3867826,-0.58045506,0.15102619,-0.354559,0.67679316,-0.10078907,1.9272944,-0.14805996,-0.3718323,-0.43116987,0.2789315,0.3884845,-0.4176423,0.45191902,-0.011298871,0.10542787,0.1240945,0.3073869,-0.010401284,0.41676813,0.20269527,0.16939059,-0.009312411
0.04,2.9275806,-0.060024954,-19.818295,-0.23989764,-0.49977607,-0.09779928,0.04383673,-0.05520888,-0.02772853,0.0,0.0,0.0,0.0,-0.076317415,-0.054814123,0.38690084,0.15856309,0.09689062,0.5122387,-0.105849214,-0.14917164,-0.003118668,0.15041979,-0.08991878,0.26738587,-0.32894376,-0.12769058,0.594663,0.33653232,0.32156044,0.8293406,-0.3559052,-0.8638499,-0.07509477,0.41332486,-0.41854292,0.025509661,-1.0163726,-0.6502617,2.826867,1.4384573,0.7967083,5.022557,-1.3149284,-3.2851272,-0.2655518,1.7058542,-1.3408508,1.149499,-0.43366736,-0.26961824,-0.30921724,-0.46866718,-0.40275732,0.2801846,0.42847422,0.43315235,-0.49940422,-0.1117083,-0.10100186,-0.079832226,0.16452523,0.12823161,0.4817546,-0.12536298
0.06,-12.003627,2.1895723,-4.850821,-0.16722937,-0.9295493,-0.0667409,0.03578848,-0.044550657,-0.01773709,0.0,0.0,0.0,0.0,-0.004131403,-0.21053728,0.5569694,0.20396249,0.0074968203,0.772618,-0.18711513,-0.647759,-0.035943553,0.31499878,-0.2398533,0.23742998,0.51683855,-0.41420886,0.19001167,-0.0024902348,-0.6109794,0.40084943,-0.16264494,-1.544666,-0.16713636,0.19360745,-0.3483364,-0.07669031,1.7760903,-1.6487677,2.5893047,0.628259,-1.4382743,6.9619646,-1.1967986,-6.0205336,-0.077293456,1.1754638,-1.2605367,0.67447853,0.16601472,0.13486175,-0.35994563,0.009152958,0.42102116,-0.34862018,0.06434537,0.13110138,0.0019462953,-0.16703275,-0.20069863,0.319975,-0.14643903,0.11435532,-0.45889127,-0.37126145
0.08,-2.3457243,-6.0886993,-12.189646,-0.85441536,-0.32626715,0.110444084,-0.12201673,-0.131857,0.018595245,0.0,0.0,0.0,0.0,0.21017696,-0.41727147,0.7311218,0.11608608,-0.24670905,0.8739053,-0.3289118,-1.2381957,0.27922913,0.12038502,-0.39469898,0.16802485,0.6520358,-0.51600295,0.47032648,-0.0057521127,-0.69460046,0.19813345,-0.4053179,-1.2303703,0.9726206,-0.9720744,-0.38196513,-0.33059144,2.989363,-2.818019,4.084601,0.2770376,-2.5367687,8.749792,-1.8246663,-8.092737,3.9199457,-2.3604958,-2.597947,0.10541171,-0.36673075,0.38704672,0.18613155,-0.13949049,0.36090887,-0.28647622,0.085255,0.48579624,0.15187816,-0.12319414,0.44469538,-0.43127584,0.28153467,0.31534606,-0.32356223,0.051288042
0.1,1.096573,-2.440641,-18.043486,-0.031020826,-0.06606733,0.077181734,-0.12624791,-0.15315442,-0.047279682,0.0,0.0,0.0,0.0,0.42375135,-0.54687285,0.8340384,0.035662454,-0.45656145,0.9543909,-0.33978185,-1.5511173,0.5847836,-0.127352,-0.4896201,0.20530468,0.31796557,-0.24863108,0.24843337,-0.43280667,-0.36032033,0.16616541,0.21973327,-0.48594898,0.6171918,-0.1977962,-0.13365608,0.33528125,3.6407473,-2.8057353,4.37261,-1.3891158,-2.1801953,9.053172,-0.17654987,-6.6221294,5.777424,-0.5156894,-2.2292817,1.6731004,-0.39170027,0.4490752,-0.49770162,0.3061749,0.26530948,0.060900208,-0.15148109,-0.23417334,-0.3633147,-0.3642632,-0.22297955,-0.25155398,-0.09222345,0.29745856,-0.21599287,0.27694708
0.12000000000000001,-1.7381314,2.3389719,-23.005756,0.11174353,-0.058186408,0.08385987,-0.04033906,-0.18417966,-0.030708283,0.0,0.0,0.0,0.0,0.4959699,-0.610491,0.9036366,-0.039118834,-0.55029905,0.9637371,-0.23788838,-1.6231202,0.7912213,-0.17442778,-0.53353333,0.23813306,0.046933915,-0.12566724,0.12013855,0.050651234,-0.31503928,-0.01733859,0.22695673,-0.0535629,0.4242738,-0.10044826,-0.25186533,-0.07106977,2.9437215,-2.808401,4.5797167,-0.065624945,-3.009184,9.480388,-0.7713583,-7.5714293,6.5605993,-0.8368798,-2.8331077,0.7823891,0.44817463,0.20616451,-0.14704064,-0.040279284,0.15281299,0.15030494,0.19160855,-0.42454675,-0.17290817,-0.07167462,-0.375597,0.4960342,-0.21924585,0.18175,0.058339752,0.039992232
0.14,-3.0681899,3.434121,-18.221258,0.0039474443,-0.020003743,0.063034184,-0.08902462,-0.18949737,-0.00040585056,0.0,0.0,0.0,0.0,0.49274993,-0.59042305,0.9359958,-0.02460361,-0.5947844,0.96966916,-0.21358027,-1.6542867,0.8773588,-0.2531662,-0.6282723,0.16834423,0.064435385,0.13613324,0.11637957,-0.009149856,-0.02836233,0.086157374,0.102843545,-0.027751971,0.18637227,-0.30194533,-0.27013704,-0.24415433,2.4698284,-1.9678868,4.403407,-0.004104875,-2.2721314,9.378215,-0.6897662,-7.3566046,6.131984,-1.591585,-3.0943587,0.30266166,0.019413196,0.38494992,0.31636643,0.19529866,-0.4680283,-0.4754722,-0.42363444,0.31364045,-0.37336996,0.35173625,-0.32183367,0.4586977,0.37259647,-0.14793319,-0.4456538,0.040152542
0.16,-2.7921093,1.6667155,-20.776793,0.005503666,-0.03075781,0.014198256,-0.07947173,-0.110004716,-0.03298559,0.0,0.0,0.0,0.0,0.51243645,-0.60825956,0.9678574,-0.030077703,-0.60091454,0.9940914,-0.18182062,-1.6646341,0.94226366,-0.37800682,-0.741256,0.1651503,0.043596666,-0.124761716,0.07460422,-0.07975519,0.063357,0.0020598539,0.07407426,-0.01685167,0.11937751,-0.2604535,-0.19431622,0.11507806,2.4968526,-2.930431,4.042538,-0.22829917,-2.4012477,8.364874,-0.37038827,-7.459646,6.870815,-2.0506358,-3.4037004,0.8435874,0.047518633,0.44740722,-0.47378287,0.44208795,0.4645826,0.15906608,0.020658555,-0.39907354,-0.38208917,-0.46058154,0.06457641,0.024507796,-0.33733577,0.24282038,0.17403783,-0.49840108
0.18,-2.784668,2.1902773,-18.962124,0.29785034,0.134864,0.031485535,-0.054354537,-0.1398172,-0.01947743,0.0,0.0,0.0,0.0,0.5036392,-0.60057044,0.9753232,0.010371037,-0.6393168,0.97626776,-0.086579815,-1.6730387,0.9606208,-0.44621444,-0.810474,0.18591695,-0.07717332,0.079991385,0.05679203,0.13529904,-0.09772149,-0.037442043,0.3603725,-0.039047036,0.09573126,-0.06717776,-0.1159062,-0.01621983,1.8302928,-2.1975827,4.0518765,0.46654484,-2.9036274,8.496244,0.362319,-7.6393843,8.260015,-2.8887532,-3.6270802,0.75052977,-0.23944724,0.46435213,0.42166865,-0.17497131,-0.3879997,-0.09940538,0.11580316,-0.14937104,0.42186743,0.0032907207,-0.13155603,-0.032449976,-0.028386634,0.09551423,0.23214583,0.31009755
